"Rango","cvegeo","Municipio o Demarcación territorial","Entidad","Valor"
"1","20504","Nuevo Zoquiápam","Oaxaca","0"
"1","16060","Numarán","Michoacán de Ocampo","8"
"1","26040","Nácori Chico","Sonora","1"
"3","20067","Oaxaca de Juárez","Oaxaca","3560"
"1","08051","Ocampo","Chihuahua","158"
"1","05023","Ocampo","Coahuila de Zaragoza","172"
"1","10017","Ocampo","Durango","81"
"1","11022","Ocampo","Guanajuato","259"
"1","16061","Ocampo","Michoacán de Ocampo","451"
"1","28029","Ocampo","Tamaulipas","227"
"4","07059","Ocosingo","Chiapas","5211"
"1","07060","Ocotepec","Chiapas","143"
"1","21105","Ocotepec","Puebla","60"
"2","20068","Ocotlán de Morelos","Oaxaca","1264"
"1","14063","Ocotlán","Jalisco","356"
"1","15062","Ocoyoacac","México","356"
"2","21106","Ocoyucan","Puebla","1207"
"2","07061","Ocozocoautla de Espinosa","Chiapas","1716"
"1","15063","Ocuilan","México","381"
"1","17016","Ocuituco","Morelos","151"
"1","08052","Ojinaga","Chihuahua","28"
"1","32036","Ojocaliente","Zacatecas","193"
"1","14064","Ojuelos de Jalisco","Jalisco","298"
"3","12045","Olinalá","Guerrero","3302"
"2","21107","Olintla","Puebla","1174"
"2","30116","Oluta","Veracruz de Ignacio de la Llave","788"
"1","30117","Omealca","Veracruz de Ignacio de la Llave","258"
"3","12046","Ometepec","Guerrero","2835"
"1","13045","Omitlán de Juárez","Hidalgo","58"
"1","31055","Opichén","Yucatán","22"
"1","26045","Opodepe","Sonora","19"
"1","26046","Oquitoa","Sonora","1"
"1","21108","Oriental","Puebla","70"
"1","30118","Orizaba","Veracruz de Ignacio de la Llave","52"
"1","07062","Ostuacán","Chiapas","340"
"1","07063","Osumacinta","Chiapas","7"
"1","30119","Otatitlán","Veracruz de Ignacio de la Llave","169"
"1","30120","Oteapan","Veracruz de Ignacio de la Llave","471"
"2","23004","Othón P. Blanco","Quintana Roo","1418"
"1","15065","Otumba","México","202"
"1","15066","Otzoloapan","México","7"
"1","15067","Otzolotepec","México","109"
"1","10019","Otáez","Durango","34"
"4","07064","Oxchuc","Chiapas","7063"
"1","31056","Oxkutzcab","Yucatán","213"
"3","30121","Ozuluama de Mascareñas","Veracruz de Ignacio de la Llave","2461"
"1","15068","Ozumba","México","666"
"1","01006","Pabellón de Arteaga","Aguascalientes","122"
"2","13048","Pachuca de Soto","Hidalgo","1737"
"1","13047","Pacula","Hidalgo","330"
"1","28030","Padilla","Tamaulipas","59"
"1","21109","Pahuatlán","Puebla","81"
"1","16062","Pajacuarán","Michoacán de Ocampo","59"
"1","30122","Pajapan","Veracruz de Ignacio de la Llave","261"
"2","07065","Palenque","Chiapas","1654"
"1","04007","Palizada","Campeche","447"
"1","21110","Palmar de Bravo","Puebla","438"
"1","28031","Palmillas","Tamaulipas","38"
"1","31057","Panabá","Yucatán","24"
"1","16063","Panindícuaro","Michoacán de Ocampo","35"
"1","29024","Panotla","Tlaxcala","60"
"1","07066","Pantelhó","Chiapas","477"
"1","07067","Pantepec","Chiapas","36"
"2","21111","Pantepec","Puebla","889"
"1","29041","Papalotla de Xicohténcatl","Tlaxcala","34"
"1","15069","Papalotla","México","0"
"5","30124","Papantla","Veracruz de Ignacio de la Llave","13116"
"2","16065","Paracho","Michoacán de Ocampo","1222"
"2","27014","Paraíso","Tabasco","858"
"1","05024","Parras","Coahuila de Zaragoza","426"
"1","16064","Parácuaro","Michoacán de Ocampo","99"
"1","19040","Parás","Nuevo León","4"
"1","30126","Paso de Ovejas","Veracruz de Ignacio de la Llave","142"
"2","30125","Paso del Macho","Veracruz de Ignacio de la Llave","995"
"1","12047","Pedro Ascencio Alquisiras","Guerrero","441"
"1","22012","Pedro Escobedo","Querétaro","166"
"1","16067","Penjamillo","Michoacán de Ocampo","31"
"1","16068","Peribán","Michoacán de Ocampo","94"
"1","30128","Perote","Veracruz de Ignacio de la Llave","182"
"1","19041","Pesquería","Nuevo León","194"
"1","12048","Petatlán","Guerrero","494"
"1","21112","Petlalcingo","Puebla","168"
"1","31058","Peto","Yucatán","92"
"1","22013","Peñamiller","Querétaro","484"
"1","10021","Peñón Blanco","Durango","61"
"1","21113","Piaxtla","Puebla","137"
"2","07068","Pichucalco","Chiapas","711"
"1","05025","Piedras Negras","Coahuila de Zaragoza","200"
"1","14065","Pihuamo","Jalisco","7"
"3","07069","Pijijiapan","Chiapas","3342"
"1","12049","Pilcaya","Guerrero","281"
"2","22002","Pinal de Amoles","Querétaro","970"
"2","32038","Pinos","Zacatecas","1588"
"1","20070","Pinotepa de Don Luis","Oaxaca","150"
"1","13049","Pisaflores","Hidalgo","412"
"1","26047","Pitiquito","Sonora","128"
"1","30129","Platón Sánchez","Veracruz de Ignacio de la Llave","492"
"2","30130","Playa Vicente","Veracruz de Ignacio de la Llave","1313"
"2","02005","Playas de Rosarito","Baja California","1860"
"1","20071","Pluma Hidalgo","Oaxaca","54"
"1","10022","Poanas","Durango","48"
"1","15071","Polotitlán","México","48"
"1","14066","Poncitlán","Jalisco","242"
"3","30131","Poza Rica de Hidalgo","Veracruz de Ignacio de la Llave","3881"
"1","08053","Praxedis G. Guerrero","Chihuahua","8"
"1","13050","Progreso de Obregón","Hidalgo","103"
"1","05026","Progreso","Coahuila de Zaragoza","12"
"1","31059","Progreso","Yucatán","381"
"5","21114","Puebla","Puebla","10685"
"1","07072","Pueblo Nuevo Solistahuacán","Chiapas","363"
"1","10023","Pueblo Nuevo","Durango","374"
"1","11024","Pueblo Nuevo","Guanajuato","12"
"3","30133","Pueblo Viejo","Veracruz de Ignacio de la Llave","2503"
"1","30134","Puente Nacional","Veracruz de Ignacio de la Llave","167"
"1","17017","Puente de Ixtla","Morelos","297"
"1","23011","Puerto Morelos","Quintana Roo","158"
"1","26048","Puerto Peñasco","Sonora","217"
"2","14067","Puerto Vallarta","Jalisco","1089"
"1","12050","Pungarabato","Guerrero","424"
"1","16071","Puruándiro","Michoacán de Ocampo","294"
"1","16070","Purépero","Michoacán de Ocampo","33"
"1","11025","Purísima del Rincón","Guanajuato","291"
"1","20073","Putla Villa de Guerrero","Oaxaca","203"
"1","10020","Pánuco de Coronado","Durango","30"
"3","30123","Pánuco","Veracruz de Ignacio de la Llave","2621"
"1","32037","Pánuco","Zacatecas","175"
"2","16066","Pátzcuaro","Michoacán de Ocampo","790"
"2","11023","Pénjamo","Guanajuato","1028"
"2","21115","Quecholac","Puebla","1116"
"1","12051","Quechultenango","Guerrero","514"
"1","16072","Queréndaro","Michoacán de Ocampo","41"
"3","22014","Querétaro","Querétaro","2793"
"1","21116","Quimixtlán","Puebla","365"
"1","31060","Quintana Roo","Yucatán","3"
"1","26049","Quiriego","Sonora","108"
"1","16073","Quiroga","Michoacán de Ocampo","181"
"1","14069","Quitupan","Jalisco","29"
"1","30135","Rafael Delgado","Veracruz de Ignacio de la Llave","592"
"1","21117","Rafael Lara Grajales","Puebla","3"
"1","30136","Rafael Lucio","Veracruz de Ignacio de la Llave","66"
"1","05027","Ramos Arizpe","Coahuila de Zaragoza","313"
"1","19043","Rayones","Nuevo León","30"
"1","07073","Rayón","Chiapas","323"
"1","15072","Rayón","México","27"
"2","24023","Rayón","San Luis Potosí","851"
"1","26050","Rayón","Sonora","4"
"1","20075","Reforma de Pineda","Oaxaca","7"
"1","07074","Reforma","Chiapas","435"
"1","20077","Reyes Etla","Oaxaca","158"
"2","28032","Reynosa","Tamaulipas","801"
"1","07121","Rincón Chamula San Pedro","Chiapas","43"
"1","01007","Rincón de Romos","Aguascalientes","148"
"2","24024","Rioverde","San Luis Potosí","1899"
"1","08054","Riva Palacio","Chihuahua","8"
"1","10024","Rodeo","Durango","25"
"1","20078","Rojas de Cuauhtémoc","Oaxaca","23"
"1","11026","Romita","Guanajuato","281"
"1","08055","Rosales","Chihuahua","35"
"1","18010","Rosamorada","Nayarit","354"
"1","08056","Rosario","Chihuahua","3"
"1","25014","Rosario","Sinaloa","341"
"1","26051","Rosario","Sonora","23"
"1","18011","Ruíz","Nayarit","210"
"1","30138","Río Blanco","Veracruz de Ignacio de la Llave","52"
"1","28033","Río Bravo","Tamaulipas","489"
"1","32039","Río Grande","Zacatecas","117"
"1","31061","Río Lagartos","Yucatán","24"
"2","07076","Sabanilla","Chiapas","825"
"1","19044","Sabinas Hidalgo","Nuevo León","107"
"1","05028","Sabinas","Coahuila de Zaragoza","127"
"1","31062","Sacalum","Yucatán","12"
"1","05029","Sacramento","Coahuila de Zaragoza","2"
"1","26052","Sahuaripa","Sonora","9"
"1","16076","Sahuayo","Michoacán de Ocampo","189"
"1","32040","Sain Alto","Zacatecas","64"
"2","11027","Salamanca","Guanajuato","1006"
"2","20079","Salina Cruz","Oaxaca","2208"
"1","19045","Salinas Victoria","Nuevo León","142"
"2","24025","Salinas","San Luis Potosí","733"
"1","30139","Saltabarranca","Veracruz de Ignacio de la Llave","205"
"2","05030","Saltillo","Coahuila de Zaragoza","2061"
"2","07077","Salto de Agua","Chiapas","1170"
"1","25015","Salvador Alvarado","Sinaloa","152"
"1","16079","Salvador Escalante","Michoacán de Ocampo","392"
"1","11028","Salvatierra","Guanajuato","303"
"1","31063","Samahil","Yucatán","7"
"1","20080","San Agustín Amatengo","Oaxaca","19"
"1","20081","San Agustín Atenango","Oaxaca","46"
"1","20082","San Agustín Chayuco","Oaxaca","24"
"1","20084","San Agustín Etla","Oaxaca","7"
"1","20085","San Agustín Loxicha","Oaxaca","223"
"1","13036","San Agustín Metzquititlán","Hidalgo","46"
"1","20086","San Agustín Tlacotepec","Oaxaca","18"
"1","13052","San Agustín Tlaxiaca","Hidalgo","583"
"1","20087","San Agustín Yatareni","Oaxaca","509"
"1","20083","San Agustín de las Juntas","Oaxaca","117"
"1","20088","San Andrés Cabecera Nueva","Oaxaca","70"
"2","21119","San Andrés Cholula","Puebla","1213"
"1","20089","San Andrés Dinicuiti","Oaxaca","4"
"1","07118","San Andrés Duraznal","Chiapas","14"
"1","20090","San Andrés Huaxpaltepec","Oaxaca","685"
"1","20091","San Andrés Huayápam","Oaxaca","47"
"1","20092","San Andrés Ixtlahuaca","Oaxaca","46"
"1","20093","San Andrés Lagunas","Oaxaca","7"
"1","20094","San Andrés Nuxiño","Oaxaca","112"
"1","20095","San Andrés Paxtlán","Oaxaca","93"
"1","20096","San Andrés Sinaxtla","Oaxaca","7"
"1","20097","San Andrés Solaga","Oaxaca","1"
"1","30140","San Andrés Tenejapan","Veracruz de Ignacio de la Llave","129"
"1","20098","San Andrés Teotilálpam","Oaxaca","68"
"1","20099","San Andrés Tepetlapa","Oaxaca","6"
"2","30141","San Andrés Tuxtla","Veracruz de Ignacio de la Llave","1205"
"1","20100","San Andrés Yaá","Oaxaca","3"
"1","20101","San Andrés Zabache","Oaxaca","8"
"1","20102","San Andrés Zautla","Oaxaca","309"
"2","20103","San Antonino Castillo Velasco","Oaxaca","829"
"1","20105","San Antonino Monte Verde","Oaxaca","16"
"1","20104","San Antonino el Alto","Oaxaca","5"
"1","20106","San Antonio Acutla","Oaxaca","0"
"1","21120","San Antonio Cañada","Puebla","72"
"1","20108","San Antonio Huitepec","Oaxaca","105"
"1","20109","San Antonio Nanahuatípam","Oaxaca","11"
"1","20110","San Antonio Sinicahua","Oaxaca","185"
"1","20111","San Antonio Tepetlapa","Oaxaca","230"
"1","20107","San Antonio de la Cal","Oaxaca","421"
"1","15073","San Antonio la Isla","México","37"
"1","24026","San Antonio","San Luis Potosí","529"
"1","20112","San Baltazar Chichicápam","Oaxaca","17"
"1","20113","San Baltazar Loxicha","Oaxaca","3"
"1","20114","San Baltazar Yatzachi el Bajo","Oaxaca","1"
"1","20115","San Bartolo Coyotepec","Oaxaca","225"
"1","20121","San Bartolo Soyaltepec","Oaxaca","3"
"1","13053","San Bartolo Tutotepec","Hidalgo","520"
"1","20122","San Bartolo Yautepec","Oaxaca","2"
"1","20116","San Bartolomé Ayautla","Oaxaca","84"
"1","20117","San Bartolomé Loxicha","Oaxaca","42"
"1","20118","San Bartolomé Quialana","Oaxaca","7"
"1","20119","San Bartolomé Yucuañe","Oaxaca","2"
"1","20120","San Bartolomé Zoogocho","Oaxaca","3"
"1","20123","San Bernardo Mixtepec","Oaxaca","67"
"1","10025","San Bernardo","Durango","22"
"2","20124","San Blas Atempa","Oaxaca","810"
"1","18012","San Blas","Nayarit","211"
"1","05031","San Buenaventura","Coahuila de Zaragoza","34"
"1","20125","San Carlos Yautepec","Oaxaca","373"
"1","28034","San Carlos","Tamaulipas","297"
"1","24027","San Ciro de Acosta","San Luis Potosí","167"
"1","20126","San Cristóbal Amatlán","Oaxaca","73"
"1","20127","San Cristóbal Amoltepec","Oaxaca","24"
"1","20128","San Cristóbal Lachirioag","Oaxaca","0"
"1","20129","San Cristóbal Suchixtlahuaca","Oaxaca","0"
"1","14071","San Cristóbal de la Barranca","Jalisco","69"
"3","07078","San Cristóbal de las Casas","Chiapas","3030"
"1","29049","San Damián Texóloc","Tlaxcala","13"
"1","14072","San Diego de Alejandría","Jalisco","25"
"1","11029","San Diego de la Unión","Guanajuato","291"
"1","21121","San Diego la Mesa Tochimiltzingo","Puebla","14"
"1","10026","San Dimas","Durango","32"
"1","20131","San Dionisio Ocotepec","Oaxaca","126"
"1","20132","San Dionisio Ocotlán","Oaxaca","84"
"1","20130","San Dionisio del Mar","Oaxaca","395"
"1","20133","San Esteban Atatlahuca","Oaxaca","148"
"2","20134","San Felipe Jalapa de Díaz","Oaxaca","1643"
"1","13046","San Felipe Orizatlán","Hidalgo","226"
"1","20135","San Felipe Tejalápam","Oaxaca","230"
"1","21122","San Felipe Teotlalcingo","Puebla","30"
"1","21123","San Felipe Tepatlán","Puebla","34"
"1","20136","San Felipe Usila","Oaxaca","131"
"1","26053","San Felipe de Jesús","Sonora","0"
"4","15074","San Felipe del Progreso","México","6561"
"2","11030","San Felipe","Guanajuato","2094"
"1","31065","San Felipe","Yucatán","5"
"2","07079","San Fernando","Chiapas","1127"
"2","28035","San Fernando","Tamaulipas","1110"
"1","20137","San Francisco Cahuacuá","Oaxaca","30"
"1","20138","San Francisco Cajonos","Oaxaca","0"
"1","20139","San Francisco Chapulapa","Oaxaca","22"
"1","20140","San Francisco Chindúa","Oaxaca","1"
"1","20142","San Francisco Huehuetlán","Oaxaca","21"
"1","20143","San Francisco Ixhuatán","Oaxaca","149"
"1","20144","San Francisco Jaltepetongo","Oaxaca","33"
"1","20145","San Francisco Lachigoló","Oaxaca","234"
"1","20146","San Francisco Logueche","Oaxaca","59"
"1","20147","San Francisco Nuxaño","Oaxaca","2"
"1","20148","San Francisco Ozolotepec","Oaxaca","27"
"1","20149","San Francisco Sola","Oaxaca","21"
"1","20150","San Francisco Telixtlahuaca","Oaxaca","270"
"1","20151","San Francisco Teopan","Oaxaca","0"
"1","29050","San Francisco Tetlanohcan","Tlaxcala","5"
"1","20152","San Francisco Tlapancingo","Oaxaca","179"
"1","08057","San Francisco de Borja","Chihuahua","16"
"1","08058","San Francisco de Conchos","Chihuahua","8"
"1","01011","San Francisco de los Romo","Aguascalientes","88"
"1","20141","San Francisco del Mar","Oaxaca","372"
"1","08059","San Francisco del Oro","Chihuahua","24"
"1","11031","San Francisco del Rincón","Guanajuato","405"
"1","21124","San Gabriel Chilac","Puebla","23"
"1","20153","San Gabriel Mixtepec","Oaxaca","24"
"1","14113","San Gabriel","Jalisco","92"
"1","21125","San Gregorio Atzompa","Puebla","17"
"1","14125","San Ignacio Cerro Gordo","Jalisco","77"
"1","26072","San Ignacio Río Muerto","Sonora","225"
"1","25016","San Ignacio","Sinaloa","152"
"1","20154","San Ildefonso Amatlán","Oaxaca","18"
"1","20155","San Ildefonso Sola","Oaxaca","44"
"1","20156","San Ildefonso Villa Alta","Oaxaca","6"
"1","20157","San Jacinto Amilpas","Oaxaca","58"
"1","20158","San Jacinto Tlacotepec","Oaxaca","27"
"1","26054","San Javier","Sonora","3"
"1","20159","San Jerónimo Coatlán","Oaxaca","47"
"1","20160","San Jerónimo Silacayoapilla","Oaxaca","27"
"1","20161","San Jerónimo Sosola","Oaxaca","147"
"1","20162","San Jerónimo Taviche","Oaxaca","166"
"1","21126","San Jerónimo Tecuanipan","Puebla","82"
"1","20163","San Jerónimo Tecóatl","Oaxaca","27"
"1","20550","San Jerónimo Tlacochahuaya","Oaxaca","175"
"1","21127","San Jerónimo Xayacatlán","Puebla","120"
"1","29051","San Jerónimo Zacualpan","Tlaxcala","10"
"1","22015","San Joaquín","Querétaro","255"
"1","20164","San Jorge Nuchita","Oaxaca","34"
"1","20165","San José Ayuquila","Oaxaca","11"
"1","21128","San José Chiapa","Puebla","18"
"1","20166","San José Chiltepec","Oaxaca","96"
"1","20168","San José Estancia Grande","Oaxaca","6"
"1","20169","San José Independencia","Oaxaca","521"
"1","11032","San José Iturbide","Guanajuato","143"
"1","20170","San José Lachiguiri","Oaxaca","424"
"1","21129","San José Miahuatlán","Puebla","32"
"1","29052","San José Teacalco","Tlaxcala","12"
"3","20171","San José Tenango","Oaxaca","3286"
"1","01008","San José de Gracia","Aguascalientes","45"
"1","20167","San José del Peñasco","Oaxaca","100"
"1","20072","San José del Progreso","Oaxaca","595"
"3","15124","San José del Rincón","México","4208"
"1","20172","San Juan Achiutla","Oaxaca","2"
"1","21130","San Juan Atenco","Puebla","17"
"1","20173","San Juan Atepec","Oaxaca","7"
"1","21131","San Juan Atzompa","Puebla","5"
"1","20175","San Juan Bautista Atatlahuca","Oaxaca","3"
"1","20176","San Juan Bautista Coixtlahuaca","Oaxaca","211"
"1","20177","San Juan Bautista Cuicatlán","Oaxaca","52"
"1","20178","San Juan Bautista Guelache","Oaxaca","202"
"1","20179","San Juan Bautista Jayacatlán","Oaxaca","5"
"1","20180","San Juan Bautista Lo de Soto","Oaxaca","16"
"1","20181","San Juan Bautista Suchitepec","Oaxaca","3"
"1","20183","San Juan Bautista Tlachichilco","Oaxaca","40"
"1","20182","San Juan Bautista Tlacoatzintepec","Oaxaca","73"
"3","20184","San Juan Bautista Tuxtepec","Oaxaca","2811"
"1","20559","San Juan Bautista Valle Nacional","Oaxaca","556"
"1","20185","San Juan Cacahuatepec","Oaxaca","232"
"2","07112","San Juan Cancuc","Chiapas","1851"
"1","20191","San Juan Chicomezúchil","Oaxaca","0"
"1","20192","San Juan Chilateca","Oaxaca","14"
"1","20186","San Juan Cieneguilla","Oaxaca","1"
"1","20187","San Juan Coatzóspam","Oaxaca","49"
"1","20188","San Juan Colorado","Oaxaca","246"
"1","20189","San Juan Comaltepec","Oaxaca","43"
"2","20190","San Juan Cotzocón","Oaxaca","979"
"1","20195","San Juan Diuxi","Oaxaca","113"
"1","20196","San Juan Evangelista Analco","Oaxaca","0"
"2","30142","San Juan Evangelista","Veracruz de Ignacio de la Llave","1096"
"1","20197","San Juan Guelavía","Oaxaca","64"
"2","20198","San Juan Guichicovi","Oaxaca","913"
"1","29053","San Juan Huactzinco","Tlaxcala","15"
"1","20199","San Juan Ihualtepec","Oaxaca","17"
"1","20200","San Juan Juquila Mixes","Oaxaca","6"
"1","20201","San Juan Juquila Vijanos","Oaxaca","3"
"1","20202","San Juan Lachao","Oaxaca","25"
"1","20203","San Juan Lachigalla","Oaxaca","182"
"1","20204","San Juan Lajarcia","Oaxaca","1"
"1","20205","San Juan Lalana","Oaxaca","684"
"1","20207","San Juan Mazatlán","Oaxaca","557"
"1","20208","San Juan Mixtepec","Oaxaca","161"
"1","20209","San Juan Mixtepec","Oaxaca","0"
"1","20211","San Juan Ozolotepec","Oaxaca","12"
"1","20212","San Juan Petlapa","Oaxaca","72"
"1","20213","San Juan Quiahije","Oaxaca","14"
"1","20214","San Juan Quiotepec","Oaxaca","6"
"1","20215","San Juan Sayultepec","Oaxaca","3"
"1","20216","San Juan Tabaá","Oaxaca","1"
"1","20217","San Juan Tamazola","Oaxaca","487"
"1","20218","San Juan Teita","Oaxaca","2"
"1","20219","San Juan Teitipac","Oaxaca","32"
"1","20220","San Juan Tepeuxila","Oaxaca","18"
"1","20221","San Juan Teposcolula","Oaxaca","17"
"1","20222","San Juan Yaeé","Oaxaca","8"
"1","20223","San Juan Yatzona","Oaxaca","0"
"1","20224","San Juan Yucuita","Oaxaca","35"
"1","10027","San Juan de Guadalupe","Durango","341"
"1","05032","San Juan de Sabinas","Coahuila de Zaragoza","56"
"1","20206","San Juan de los Cués","Oaxaca","23"
"1","14073","San Juan de los Lagos","Jalisco","265"
"1","20193","San Juan del Estado","Oaxaca","5"
"1","10028","San Juan del Río","Durango","18"
"1","20194","San Juan del Río","Oaxaca","0"
"2","22016","San Juan del Río","Querétaro","961"
"1","20210","San Juan Ñumí","Oaxaca","39"
"1","14007","San Juanito de Escobedo","Jalisco","12"
"1","14074","San Julián","Jalisco","45"
"1","20226","San Lorenzo Albarradas","Oaxaca","23"
"1","29054","San Lorenzo Axocomanitla","Tlaxcala","4"
"1","20227","San Lorenzo Cacaotepec","Oaxaca","484"
"1","20228","San Lorenzo Cuaunecuiltitla","Oaxaca","21"
"1","20229","San Lorenzo Texmelúcan","Oaxaca","81"
"1","20230","San Lorenzo Victoria","Oaxaca","2"
"1","20225","San Lorenzo","Oaxaca","444"
"1","20231","San Lucas Camotlán","Oaxaca","40"
"2","20232","San Lucas Ojitlán","Oaxaca","1010"
"1","20233","San Lucas Quiaviní","Oaxaca","2"
"1","29055","San Lucas Tecopilco","Tlaxcala","6"
"1","20234","San Lucas Zoquiápam","Oaxaca","280"
"1","07110","San Lucas","Chiapas","32"
"1","16077","San Lucas","Michoacán de Ocampo","566"
"2","12052","San Luis Acatlán","Guerrero","1545"
"1","20235","San Luis Amatlán","Oaxaca","110"
"3","24028","San Luis Potosí","San Luis Potosí","4039"
"1","26055","San Luis Río Colorado","Sonora","416"
"2","11033","San Luis de la Paz","Guanajuato","1688"
"1","10029","San Luis del Cordero","Durango","3"
"1","20236","San Marcial Ozolotepec","Oaxaca","6"
"1","20237","San Marcos Arteaga","Oaxaca","2"
"3","12053","San Marcos","Guerrero","2394"
"1","14075","San Marcos","Jalisco","20"
"2","24029","San Martín Chalchicuautla","San Luis Potosí","1921"
"1","14077","San Martín Hidalgo","Jalisco","105"
"1","20239","San Martín Huamelúlpam","Oaxaca","75"
"1","20240","San Martín Itunyoso","Oaxaca","210"
"1","20241","San Martín Lachilá","Oaxaca","2"
"1","20242","San Martín Peras","Oaxaca","7"
"1","21132","San Martín Texmelucan","Puebla","247"
"1","20243","San Martín Tilcajete","Oaxaca","33"
"1","21133","San Martín Totoltepec","Puebla","3"
"1","20244","San Martín Toxpalan","Oaxaca","18"
"1","20245","San Martín Zacatepec","Oaxaca","171"
"1","14076","San Martín de Bolaños","Jalisco","46"
"1","15075","San Martín de las Pirámides","México","142"
"1","20238","San Martín de los Cansecos","Oaxaca","8"
"1","15076","San Mateo Atenco","México","589"
"1","20246","San Mateo Cajonos","Oaxaca","0"
"1","20250","San Mateo Etlatongo","Oaxaca","6"
"1","20251","San Mateo Nejápam","Oaxaca","26"
"1","20252","San Mateo Peñasco","Oaxaca","19"
"1","20253","San Mateo Piñas","Oaxaca","103"
"1","20254","San Mateo Río Hondo","Oaxaca","4"
"1","20255","San Mateo Sindihui","Oaxaca","10"
"1","20256","San Mateo Tlapiltepec","Oaxaca","0"
"1","20249","San Mateo Yoloxochitlán","Oaxaca","61"
"1","20566","San Mateo Yucutindoo","Oaxaca","83"
"3","20248","San Mateo del Mar","Oaxaca","2397"
"1","21134","San Matías Tlalancaleca","Puebla","32"
"1","20257","San Melchor Betaza","Oaxaca","2"
"1","20258","San Miguel Achiutla","Oaxaca","5"
"1","20259","San Miguel Ahuehuetitlán","Oaxaca","14"
"1","20260","San Miguel Aloápam","Oaxaca","4"
"1","20261","San Miguel Amatitlán","Oaxaca","197"
"1","20262","San Miguel Amatlán","Oaxaca","3"
"1","20264","San Miguel Chicahua","Oaxaca","80"
"1","20265","San Miguel Chimalapa","Oaxaca","332"
"1","20263","San Miguel Coatlán","Oaxaca","19"
"1","20268","San Miguel Ejutla","Oaxaca","13"
"1","20270","San Miguel Huautla","Oaxaca","103"
"1","21135","San Miguel Ixitlán","Puebla","2"
"1","20271","San Miguel Mixtepec","Oaxaca","18"
"1","20272","San Miguel Panixtlahuaca","Oaxaca","15"
"1","20273","San Miguel Peras","Oaxaca","115"
"1","20274","San Miguel Piedras","Oaxaca","108"
"1","20275","San Miguel Quetzaltepec","Oaxaca","58"
"1","20276","San Miguel Santa Flor","Oaxaca","4"
"3","20278","San Miguel Soyaltepec","Oaxaca","2297"
"1","20279","San Miguel Suchixtepec","Oaxaca","24"
"1","20281","San Miguel Tecomatlán","Oaxaca","1"
"1","20282","San Miguel Tenango","Oaxaca","12"
"1","20283","San Miguel Tequixtepec","Oaxaca","6"
"1","20284","San Miguel Tilquiápam","Oaxaca","27"
"1","20285","San Miguel Tlacamama","Oaxaca","128"
"1","20286","San Miguel Tlacotepec","Oaxaca","35"
"2","12054","San Miguel Totolapan","Guerrero","1178"
"1","20287","San Miguel Tulancingo","Oaxaca","3"
"1","21136","San Miguel Xoxtla","Puebla","15"
"1","20288","San Miguel Yotao","Oaxaca","0"
"2","11003","San Miguel de Allende","Guanajuato","1672"
"1","26056","San Miguel de Horcasitas","Sonora","17"
"1","20266","San Miguel del Puerto","Oaxaca","66"
"1","20267","San Miguel del Río","Oaxaca","1"
"1","14078","San Miguel el Alto","Jalisco","111"
"1","20269","San Miguel el Grande","Oaxaca","42"
"1","21137","San Nicolás Buenos Aires","Puebla","22"
"1","20290","San Nicolás Hidalgo","Oaxaca","8"
"1","24030","San Nicolás Tolentino","San Luis Potosí","126"
"1","19046","San Nicolás de los Garza","Nuevo León","41"
"1","21138","San Nicolás de los Ranchos","Puebla","34"
"1","20289","San Nicolás","Oaxaca","13"
"1","28036","San Nicolás","Tamaulipas","220"
"1","21139","San Pablo Anicano","Puebla","97"
"1","20291","San Pablo Coatlán","Oaxaca","9"
"1","20292","San Pablo Cuatro Venados","Oaxaca","87"
"1","20293","San Pablo Etla","Oaxaca","254"
"1","20294","San Pablo Huitzo","Oaxaca","195"
"1","20295","San Pablo Huixtepec","Oaxaca","31"
"1","20296","San Pablo Macuiltianguis","Oaxaca","2"
"1","20297","San Pablo Tijaltepec","Oaxaca","70"
"1","20298","San Pablo Villa de Mitla","Oaxaca","601"
"1","20299","San Pablo Yaganiza","Oaxaca","1"
"1","29025","San Pablo del Monte","Tlaxcala","459"
"1","20300","San Pedro Amuzgos","Oaxaca","127"
"1","20301","San Pedro Apóstol","Oaxaca","8"
"1","20302","San Pedro Atoyac","Oaxaca","100"
"1","20303","San Pedro Cajonos","Oaxaca","1"
"2","21140","San Pedro Cholula","Puebla","822"
"1","20305","San Pedro Comitancillo","Oaxaca","35"
"1","20304","San Pedro Coxcaltepec Cántaros","Oaxaca","32"
"1","19019","San Pedro Garza García","Nuevo León","18"
"1","20307","San Pedro Huamelula","Oaxaca","302"
"1","20308","San Pedro Huilotepec","Oaxaca","30"
"1","20309","San Pedro Ixcatlán","Oaxaca","673"
"2","20310","San Pedro Ixtlahuaca","Oaxaca","1760"
"1","20311","San Pedro Jaltepetongo","Oaxaca","21"
"2","20312","San Pedro Jicayán","Oaxaca","1193"
"1","20313","San Pedro Jocotipac","Oaxaca","2"
"1","20314","San Pedro Juchatengo","Oaxaca","1"
"1","18013","San Pedro Lagunillas","Nayarit","42"
"1","20318","San Pedro Mixtepec","Oaxaca","221"
"1","20319","San Pedro Mixtepec","Oaxaca","3"
"1","20320","San Pedro Molinos","Oaxaca","10"
"1","20316","San Pedro Mártir Quiechapa","Oaxaca","0"
"1","20317","San Pedro Mártir Yucuxaco","Oaxaca","95"
"1","20315","San Pedro Mártir","Oaxaca","158"
